,word,cfbetweenness,cfcloseness,eigenvalue
622,@thehumblepov,0.0003428905793787308,0.0021036333260535268,0.03389811083793794
486,@Broken_Devil_,0.0003293083575881343,0.002032901442030327,0.033628904971129026
350,@fredric_wertham,0.001367822143635255,0.0029468791453889746,0.03362458171904805
766,@JHBTX2017,0.0003651611331468755,0.0022066425358629495,0.033449310039973486
618,@Tureldriet,0.00040652663980657934,0.002369562821239206,0.03333350456394038
259,@lmnysf,0.0026580071786283304,0.0030101701382440013,0.03324968232763511
771,@evesully50,0.00034677134379684706,0.002097596291620882,0.03323919169406137
382,@matzenordwind,0.0003869475050256017,0.002266822845407236,0.03297112508934278
301,@cincycher,0.008217994694074268,0.0029505933194752076,0.03255131426166017
107,@RalphSpeedy,0.0011775570231224066,0.0021156618974838156,0.03249878401713561
6,@GadioOumoul,0.0009221405963670556,0.002552232004002135,0.03180797655996142
113,@JacobAbere,0.0007599438291746224,0.0026040504404437137,0.03057460079192338
575,@Christi54021292,0.0004047367649586224,0.0023579174955961697,0.029793605052115115
546,@MarikaBlog12,0.00026649363454458606,0.0019607603563732926,0.02951825458915767
148,@CryptoNacky,0.007151928290062084,0.002644741316220615,0.02950664560829408
97,@e_pigrafo,0.0004649949698503637,0.00247946784578789,0.029398779209525154
99,@OvandoVelez,0.0004526624930176977,0.0023487844018757467,0.029310544032997616
61,@albazamoraexpo,0.00661815411537467,0.002328105516450224,0.029213453326383535
222,@impressionsAS,0.00038035472274996763,0.0021995546141087593,0.02914691132051159
77,@G_Matyila,0.00039590687069617744,0.0021830018637269415,0.028961045925802304
457,@helenr1976,0.00047212039394224956,0.0024973552929364756,0.028808484498242085
774,@SecretaryAce,0.0003219687620702622,0.0020855276143494136,0.028731035392528054
682,@duendecilla___,0.00041746623573974014,0.0023786606860978056,0.028721216042152425
402,@hepopeya,0.00044606175753509854,0.002463067678250665,0.02869940533826596
558,@salman000111111,0.000385272464927668,0.0021615077908084105,0.028676991535658877
340,@SihoKim6,0.0003968796863545791,0.002250987707434217,0.028559006330705648
361,@Carolinebharati,0.0005946006788267209,0.00269426958829454,0.028537118425873673
308,@DonOmega14,0.0018601426523614472,0.003186120510555375,0.028460627367545694
639,@blvck_i_vm,0.0003537016179051391,0.0021309237619431104,0.02836687128931709
304,@rodnetria,0.00047017776428400333,0.0023833181421976436,0.028318259699924117
24,@CsuiteTechPoint,0.0003320148037545271,0.0020357735482078474,0.028298862075593657
423,@JasonDinAlt3,0.00043096882547681147,0.0022775739153658558,0.028288728649100866
468,@benn_mago10,0.00021880158082241113,0.0017467831282742489,0.02792020078915695
117,@WolfgangFeist,0.00034648213605973515,0.002137114275855896,0.027882414486425755
339,@skrgeet,0.0003251254753145124,0.0020180504010401537,0.027864846774141368
758,@josser21,0.0003562812304055631,0.0021259724731938815,0.027862083897775513
524,@sonsog01,0.00043103464402626185,0.002282487415558521,0.027813497491549447
697,@Jmdp99909566,0.00044756531054288755,0.0024565023938839157,0.027796991830616118
81,@WWolfgag,0.0003599721053436738,0.002172394203760592,0.027606612892975554
452,@JessLavado1,0.00035631327649934374,0.002125976606109064,0.027541899209640494
172,@insidelombok_,0.0002850206090270674,0.001980262582503244,0.027532942365309426
489,@TroyBeast,0.00032315638651404636,0.001989851840378381,0.02753080742273898
344,@dms1485,0.0004685975487909775,0.0023985229946253063,0.02748202064961964
320,@lessofmemoreof,0.0004672737425989352,0.00247302863649543,0.02743227215054836
569,@loptismiste,0.007694426208025568,0.0029862967628040203,0.027373295228173666
494,@_ilan7,0.0011411380047697413,0.0024566645156459876,0.02734105556823658
413,@benhaygood,0.0011507084280736831,0.0027877640979735952,0.027197076542787173
673,@MDVinChina,0.000447353749373378,0.0023350610549106995,0.027183046004704562
197,@Auswake,0.006653655169852424,0.0025813662668373776,0.027121410539791124
645,@simba_roars,0.0004026644800297401,0.0022950391062301245,0.02711702521216237
94,@Nvannungi_,0.0004026644800297388,0.002295039106230119,0.02711702521216237
507,@marizsmn,0.0005022174569673684,0.0025441063321561845,0.027083094905096215
432,@langostaLP,0.0004024493941915919,0.002193294453917496,0.02701776111749887
696,@Linda17967883,0.000419400429369968,0.002339820942517228,0.026950591892513347
156,@glovepurse,0.00047555930342094757,0.002517262654137729,0.026916971518024625
635,@cjay_dgreat,0.000526353227539947,0.0025232985937520495,0.02684030896767703
482,@stadt_velbert,0.000540453376527675,0.0026051777769093886,0.02669764208069665
686,@HerstoryTeache,0.000497931319291009,0.002470637491729222,0.026663281320009738
647,@de_prudhoe,0.0005551552124119993,0.002613991688741522,0.026631826020242114
603,@PeaBeeJ,0.006714890003454725,0.0018992137732133797,0.026597893773465737
412,@maxiren14,0.006627205595586022,0.0024462665034639375,0.026542195893212654
525,@microborja,0.00037595036593287607,0.0022349626640415345,0.026491474729547933
291,@PandaBishwajeet,0.0005361077954058079,0.0025610824112664776,0.02636370835378089
212,@bratNvet,0.0035183940912275136,0.00224795108585725,0.02636232642324114
150,@Omiljenaja1,0.0018822919562243201,0.0032153333760905106,0.026317509136574806
717,@ngsampa,0.0004129727360404806,0.002356315052725015,0.026252869929735953
663,@mamma_ging,0.0004303638788969931,0.002362831709718557,0.026191705254060987
756,@cdsholistica,0.00039371216376156513,0.0021830727311906027,0.026152033511828363
750,@maryruthedk,0.0004958866138217894,0.002477088430254009,0.02596264272367278
120,@jimbocrofts,0.00042799303839030135,0.002376398792766351,0.025921877658085027
372,@mfield,0.0016901753435307517,0.0031315285715208443,0.025869833042862483
229,@ChrisMGra,0.006874975242866939,0.0016619756182456181,0.02586968286833909
487,@TrueAmericanCi1,0.000911630842037023,0.0022915232282262627,0.025863470280808685
553,@God_SpeedUSA,0.002798662416711446,0.0023655516798214513,0.025686537287320583
433,@KhofuMoahloli,0.0002331079473714384,0.001847803366375882,0.02562450840464921
456,@andrestapiaok,0.006635959179877922,0.002265491791886572,0.02552558065811152
541,@F007,0.0004783433286925768,0.002532606921718199,0.025111528766442775
92,@squaddietony,0.0012162860837559941,0.002500832275969926,0.02496025746795034
677,@neverlooba,0.0010878274446454491,0.0024891591363922854,0.02474602649184522
105,@WAMA1,0.006661423640046631,0.0021964039860510503,0.02440988309905766
655,@1pissedoffdem1,0.0013957427398837438,0.00242721670124539,0.023393923480548803
537,@districtdork,0.0003506587865076783,0.002136997418973962,0.023116815650796933
589,@parthchauhan90,0.00040290721197289625,0.0022922208258835232,0.022970275978468343
383,@Boiketl05359443,0.00034633340137168734,0.0021370004880957175,0.022662150218203968
726,@Julian84189038,0.00046375548229717057,0.00247667832942662,0.022298816613526097
495,@B_lieveChildren,0.0005289806410745651,0.0025981460605006322,0.022169624866441154
415,@lanacallu6,0.0005608679452847434,0.0026911055870842,0.022064366346032465
417,@CfaFuscaralm,0.0004941940062668151,0.002514888399304335,0.02204000426354778
272,@DenimCat96,0.00043476273680665556,0.002367757547878467,0.02199823565904991
407,@Bipinsharma__,0.000538526032531121,0.002586814577292319,0.02191837145346539
394,@SaynaNorouzi,0.0005609930806396292,0.0026160633209878223,0.02181151670472618
742,@karl661,0.00048749265396301483,0.0024973037226544573,0.02176487275853165
674,@WyfMyks,0.0004462537753680693,0.002329853570899166,0.021653291515352353
395,@diljeet__singh,0.0004274989944697756,0.0023535638675377516,0.021480219370020072
556,@NzabonimanaJos6,0.0006255482297393199,0.002748383576326436,0.02140918551906108
443,@AMPicard1,0.0017705968976592349,0.003164318330523556,0.021397656176413576
621,@CarmenL12649528,0.0004714400635959455,0.002495047147090843,0.021388472681013182
530,@SeremiCienciaS,0.000512789350509036,0.002502972627802686,0.021362104231335253
59,@SumanKrNaskar1,0.000445293727938073,0.002330351243119149,0.02132214590371416
731,@im2byteme,0.0006632218010841687,0.0028078150668475604,0.021270471771620524
187,@PoliciaLowCost,0.002816605840097876,0.0033210304066319373,0.021266301778823115
421,@vincentbou42,0.00043291219042856065,0.0023985574158906856,0.021238031804925138
597,@Maugrol,0.000538687261758414,0.0026370717925323734,0.0211945158236415
362,@Magali98352416,0.0014439940021410147,0.002913757950726081,0.021082987176224758
408,@J_OndaEstadio,0.0014439940021410116,0.0029137579507260794,0.021082987176224758
312,@tinarmero,0.0014439940021410153,0.002913757950726083,0.021082987176224758
529,@catmyrhide,0.0014439940021410147,0.0029137579507260633,0.021082987176224758
46,@AbrilConejos,0.001443994002141013,0.002913757950726083,0.021082987176224758
548,@PedroBDonoso,0.001443994002141013,0.0029137579507260525,0.021082987176224758
519,@EnriquePS3,0.0014439940021410123,0.0029137579507260685,0.021082987176224758
454,@Antman56217467,0.0014439940021410136,0.0029137579507260646,0.021082987176224758
733,@mchico184,0.0014439940021410123,0.0029137579507260347,0.021082987176224758
157,@arandacalvera,0.0014439940021410123,0.0029137579507260754,0.021082987176224758
578,@Huktheim,0.001443994002141013,0.0029137579507260525,0.021082987176224758
545,@Rociosepi,0.0014439940021410147,0.0029137579507260516,0.021082987176224758
685,@potyvega1,0.001443994002141014,0.002913757950726047,0.021082987176224758
632,@ElMorroLecheria,0.0014439940021410116,0.002913757950726053,0.021082987176224758
147,@WildcardRanger,0.0005213070990690356,0.0026161243594390463,0.021054745351325666
449,@PenelopePas,0.000525107307023657,0.002591139875598108,0.0210501863558451
180,@Periwinklebuble,0.0004897533980315977,0.0024623234562682803,0.02102962281612216
769,@BonnieDorais,0.00042650293714494307,0.00235362704542948,0.020997924047961986
624,@sori_921,0.00043519480099019325,0.00240546958322931,0.02098241272435174
745,@munirwaziri,0.0005722281716959775,0.0026336899464581435,0.02075125890077298
706,@tomborelli,0.0004891378399162497,0.0024623379161047764,0.020750644782783337
318,@EeezeePeezee143,0.0004891378399162497,0.002462337916104796,0.020750644782783337
707,@martos_rodr,0.00061461704591385,0.002772774291846287,0.02072950923809825
262,@paulofNYC17,0.0005395792335532877,0.002629876551815897,0.020727745266550704
44,@NCfarmer321,0.00352308447712019,0.0033676752975941283,0.020691886642679413
174,@YonyRamone,0.004524992375576306,0.0028446117900903984,0.020685322755103385
527,@Com_Jam_Pot,0.000600085966853572,0.002684643616999489,0.02066634076573867
532,@ksw1monk,0.0006000859668535723,0.002684643616999488,0.02066634076573867
375,@whiney815,0.0006151096419355958,0.002723039893649924,0.02062900014287433
0,@fatimaagbeke,0.0006491295235831128,0.0028078917696411705,0.02060044537838429
334,@Richardleadbet2,0.0005615519246990704,0.0026333619817533213,0.02053444329744312
466,@dceagle11,0.00040674475222077043,0.0022828092784022663,0.02052402372090442
656,@swingline6016,0.0005001167623801002,0.002482834730380993,0.020507727291982455
672,@DobermannHerr,0.0005845535575804663,0.002674679511214771,0.020433692528565736
186,@bittar23,0.0005558889954049235,0.002622833156453088,0.020432236827130582
713,@Asnl,0.0006095697287802054,0.002774460612187431,0.020347018005181048
765,@Stefani19753108,0.0006295104179795631,0.002748384440838806,0.02031070041409538
400,@fecknvoters,0.0005957391404554264,0.0026912662094398816,0.020284375292365656
139,@AidaZalah,0.0006621804394332968,0.0028080422699898254,0.0202312216788482
196,@AuroraC08625982,0.002049317185386757,0.003166471453397253,0.02011973392255549
268,@manu_cas14,0.0006253274858621668,0.002798113864441024,0.020075975861462286
376,@AlbertoPereiro,0.0004145292391353876,0.0023444060895426327,0.020044376743215818
572,@Andrew_Holt,0.0066068828959672515,0.002470922499102141,0.01997965345777069
420,@Teobaldo_Duran,0.0005981071193140664,0.0027637469425306847,0.019933757374342193
228,@OurRepublic12,0.0005317839735748409,0.002616342760729464,0.019932810915788617
533,@boandsunny,0.0005407069490247671,0.0026507156335725704,0.019797816576146175
204,@Silence28307441,0.0005886344638781936,0.0027684945982875027,0.019724558537426124
397,@DODGERAMLO,0.0006072110549146621,0.002732854742255761,0.01969955202147888
616,@vscriptamanent,0.0004836308357811914,0.0024331634987897048,0.019685778999886855
17,@FlatteryGet,0.0004841638922433565,0.002420280401798597,0.019665666395215258
338,@tammywalt61,0.0004841638922433565,0.0024202804017985904,0.019665666395215258
600,@Ezekiel_3626_,0.00048416389224335826,0.002420280401798575,0.019665666395215258
100,@9jaBloke,0.000654639661980623,0.002798079783426783,0.019657858498519205
684,@annagestio,0.0005818634748383024,0.0026679968223339173,0.019636498280443778
327,@coleen_rocks,0.0006771380467380078,0.002858310434000034,0.0196072098864034
307,@AhsanOfficial_,0.00045729447686177524,0.0024417486338301586,0.019579182722707464
502,@gatofeller,0.00048249976042234657,0.0025227782984101653,0.019556737991660526
142,@LB0nes,0.0005373036845346376,0.002574414927278424,0.019529288502443003
410,@bamkiran,0.0006755463260825488,0.002836249505302433,0.019526344402797616
431,@DukeU,0.0005015928322020517,0.0024968510060403718,0.019511848788131166
392,@condor698,0.001922726784934393,0.003227878671100354,0.01948806177563947
238,@thangimethangi,0.0005953628349358689,0.002772795567432717,0.019469342944036957
637,@Cri_Deiana,0.0004842472210665438,0.0024202819306437555,0.019406308396236832
36,@rodgerarmstrong,0.006705855896061326,0.0020684526816643904,0.01938930595975394
329,@AlexanderXV,0.00667983856733966,0.002884884756670175,0.019352615110540157
484,@Waynesway2,0.0019590201120169345,0.0032474852205443897,0.019332922413646664
39,@p2pMark,0.0005691957496987675,0.002644186533554309,0.019312761703576684
665,@Blu22Cobalt,0.0006487682698524919,0.0028222023616295017,0.01929065251517424
695,@Tanque2009,0.0006798490624314924,0.0028555793151590833,0.019252475147079433
633,@penfold_43,0.00031669992122030304,0.0020261111184307866,0.01924655191197125
253,@worldhighballer,0.0005582853535670624,0.0027011925519097326,0.019234475050239303
330,@alexsxfr,0.0004737163469469469,0.002530193729692076,0.01917811917755451
498,@TrumpQwoman,0.0006018979292565682,0.002701080278288657,0.019153325399005425
303,@priyavrat_tomar,0.0006747585333623091,0.002844600409254497,0.01910252163772319
271,@alchemytoday,0.0004020329734850654,0.002292058100459814,0.01908787135550846
683,@yareniofficial,0.0005844881563329982,0.002661262039977953,0.019067401489956053
689,@LindaWe69965942,0.0005301414645428573,0.0026403476784806266,0.018996596720784173
557,@maryroo11,0.000535513841459759,0.002566956367760356,0.018992103948975117
654,@eils_g,0.0005337742923696192,0.0027185596300759456,0.01896665829500409
43,@LynneSpencer14,0.0034195692281990806,0.002629222240239983,0.0189188801028466
359,@ishagshafeeg,0.001993691879328705,0.0032733955001198983,0.018904160421851363
345,@LeeSorta,0.0005436052026336512,0.0026613417336005547,0.018853644708695532
741,@negandhi_reena,0.0005594905920085811,0.0026263592207798362,0.018779566035102616
678,@dan7x7,0.0005159600216580989,0.0025227578903120403,0.018754101699135543
305,@jxs606,0.0006301662590159273,0.002844680482603969,0.01875192293826258
777,@CarlosMorenoFr,0.006584022972277189,0.002701161439854017,0.0186561281410262
37,@ELOTUR,0.000632791364016346,0.0027787195022599127,0.018645416402783953
426,@irshadhead,0.0006393999588108953,0.002759000370121582,0.018643097573913168
298,@masseyranch,0.0014102020413830011,0.0030445080007703417,0.018627191688837707
242,@mariacsegovia,0.0004933734558127378,0.0026507709732789104,0.018549469731143062
328,@EricRufino3,0.0005642199932389538,0.0026438059365904406,0.01850748360253156
221,@EDGARCHAVEZ3008,0.0005176996965514633,0.0025493674661876695,0.018228008617637757
692,@WhippetPickle,0.0005272063369430515,0.002609276632489619,0.018163846653712443
65,@EcofuturistUK,0.0006350764739608659,0.00277815623759825,0.01568740457051129
643,@racasti00,0.0005121686935878381,0.0025147962063476782,0.015503973895310944
341,@MarinoEspanol,0.0005121686935878378,0.002514796206347683,0.015503973895310944
239,@OposicioBellaca,0.0005121686935878376,0.002514796206347683,0.015503973895310944
554,@ISRAEL20906795,0.0005121686935878379,0.002514796206347678,0.015503973895310944
574,@pamenrapado1,0.0005121686935878379,0.002514796206347676,0.015503973895310944
759,@N32N02N,0.0005121686935878378,0.0025147962063476813,0.015503973895310944
763,@IanR_Drennan,0.0006733245298951638,0.002816415561144953,0.015316787125344976
681,@benjamin_park,0.0005891539035962659,0.0026780096696252084,0.015290313349708842
752,@caarolinejd,0.0004985864601417769,0.002462480658911953,0.015099026828165808
154,@EliasDaFonte,0.002925381338976617,0.002618268540602065,0.015070951807438768
580,@HZurdos,0.0007496342067358761,0.002948430155870264,0.0149906242970394
206,@iut_senart,0.0006710940676347994,0.0028305852813635883,0.014917801193222006
247,@DivyasareeSahu,0.0007109529517940927,0.002885243449845589,0.014914272250760582
235,@VPrimero,0.0012506651439774313,0.0027363985964470356,0.014903053272523153
13,@gabriela_041672,0.0012393008968883976,0.002894866604289302,0.014876269187265301
398,@wlebrun56,0.0005670918452144488,0.002650632956114232,0.014867579946421603
518,@NorquizR,0.0005670918452144495,0.002650632956114235,0.014867579946421603
718,@veysi_karadas,0.000449119333389715,0.00252234441514741,0.014775283644973854
351,@Rie32553236,0.0019998421306980157,0.0029216186937289093,0.014771454580761586
720,@mutahharamin,0.0005448872566365106,0.0027481405245481554,0.014721037477474583
754,@luisfaustorm,0.0005671791779807858,0.0026437179033904053,0.014714030763319452
135,@welshcordoba,0.0007965510855548841,0.0030182195515578735,0.014688880835795977
278,@bharath_chopra,0.0005717377193936935,0.002643692874331991,0.014536026777591624
768,@ThereseJubran,0.0007618877829031442,0.0029605165569449414,0.01453444467655406
721,@ReemarMartin_,0.006666975052317299,0.0027875746547157,0.014534439056928567
761,@goeltm_tg,0.0006739503419750525,0.0028445304350225432,0.01451708205814276
384,@HoneeDesigner,0.0006958777411508397,0.002858208117515177,0.014500481688198327
283,@clingdayok,0.0005606743455778261,0.002626282464099862,0.01449826484011911
311,@yasirelqura24,0.0013667314139288072,0.0027765239442790897,0.014496608593872348
566,@edaaiman,0.0013667314139287796,0.002776523944279084,0.014496608593872348
563,@pebokais,0.0013667314139287918,0.0027765239442790854,0.014496608593872348
762,@90EKMSMS,0.0013667314139287757,0.0027765239442790763,0.014496608593872348
141,@Jiggyborse,0.0004485842770191718,0.002553182412585406,0.01449619042070497
102,@davidsolo90,0.003268761158636046,0.0031994401291621792,0.01449488905090729
651,@AG58131400,0.0006879781896010576,0.0028582021962430125,0.01449394195952137
462,@XxRajosie,0.0006461986693637645,0.0027726692374081766,0.014478736103150855
185,@martin_gurajena,0.00047688397497011885,0.002461876806117991,0.014470618246899814
511,@Ani1132,0.0004048805418423007,0.002453893401488766,0.01446285482659622
460,@CambridgeDay,0.0005188528299343015,0.0026843693386393447,0.014459134763936305
436,@clouddatasummit,0.0005165358682489687,0.0026608923051040997,0.014433299490617777
250,@APiallat,0.0004389391757626045,0.002494572345194198,0.014422928972254492
725,@roberto_keegan,0.00047726979315709393,0.0025974812071769098,0.014407462946268296
130,@Myhoeloud,0.0014098726495103402,0.003050905462070443,0.014396394847762879
476,@ScottRMcCall74,0.0006244229802476857,0.002763316852508271,0.014395975916068426
79,@dizgee1,0.0005159215749703568,0.002660939166264152,0.014395097033968664
176,@ICTIPR,0.0007157556835172134,0.002910794753713618,0.014390975082005564
158,@DEBKANCHAN,0.0022706319475391014,0.0034311627282445764,0.014387674517059917
444,@flo_epfinetlse,0.0008722377884538297,0.003125681226444285,0.014379278563708584
577,@estherisoba,0.0007872046106131288,0.0030069771953198524,0.01436225280959875
538,@MynameisApes,0.0008347095145915571,0.0030613624357100446,0.014360749899321809
143,@mhs_asn,0.0015573992713866626,0.0030695896426556225,0.014358513309430426
367,@Bibby_NJHZRA,0.0003986729804231606,0.0023892224841651653,0.014353318462836362
776,@gancho213,0.0005900244723859856,0.002821942090566289,0.014340630741294408
585,@amaerx,0.006552660813231277,0.00274809340662914,0.01433995444997047
115,@don_zizu,0.0005157319172717692,0.0026609270006090944,0.01433407868499785
324,@sbwaverider,0.0028003643979156653,0.0033407622968790085,0.014307056157800006
343,@MPHoogeveen,0.0005638604018666023,0.0026262775929035754,0.014294065322549194
499,@steve_e,0.0006282854110619995,0.0028717887412404593,0.014287974269475267
356,@MaryamShJ,0.0020069651383063138,0.0032786597420401587,0.01427247361095483
606,@didacticmatt,0.0007905163069874718,0.003018216348692252,0.014253922790589001
579,@jbjfanalways,0.0004420343878246167,0.002522365366957126,0.014253793980563702
18,@VilaWeb,0.000678993209600321,0.0028540603309120016,0.014252560505671438
160,@munsterm,0.0018676586254681741,0.002947068576499479,0.014243996573784879
739,@barrios_giovani,0.000550607988331399,0.002748116051858297,0.014224430588591026
294,@pratikmukane,0.0008069483085521978,0.003050807419063371,0.01420807750241868
583,@imspectacle,0.0008069483085521938,0.0030508074190633565,0.01420807750241868
211,@aighne_kearney,0.0005116106262304574,0.0026609281599036163,0.014191711458033683
455,@Asher_Wolf,0.0005340776115403803,0.002726238309264047,0.01418968750885165
693,@curropeco,0.0007524985674825592,0.002960524416716568,0.01418300330371568
317,@mya_fer,0.0005216881439247121,0.002533931636513469,0.014167635599132556
190,@AlisonHarriso16,0.0007775509514468794,0.0030069934049344396,0.01415579938063214
349,@PaulinaPotus,0.0055422467688219955,0.0033715394668425475,0.014155374728729011
428,@itsBillybelford,0.00047602552676746145,0.002572310577657657,0.014140421905016297
608,@AnilBha90987470,0.00223566144097626,0.003302389878753271,0.014132242542314963
380,@Delhivampire,0.0025734151202591754,0.0033359616371761245,0.01413085430926625
374,@NawazkLaghari,0.000830717544570447,0.0030718106273403428,0.014122981759230047
699,@Belcourtoi,0.0007780566560629692,0.003006976361529025,0.014118214572628292
182,@anactrln,0.00043106034589184667,0.0025224038386266203,0.014102987239275454
737,@SuchtaDanuta,0.0017349757695359737,0.003166680753102672,0.01406232873042486
76,@afuzaa2,0.0004326724492795792,0.0025340160242038868,0.014050899295972615
513,@declan_hoare,0.0006981917524941059,0.0028717200565684785,0.014049865292681074
438,@TheNthEstate,0.0007010692555679103,0.0028902587705630788,0.014047057717930642
610,@cebolanos,0.0004576758047028449,0.002522323238514594,0.014036010569990346
254,@be_awere,0.0005477383884215838,0.0027480813823385418,0.014020103058962247
385,@Andres_Maeso,0.0005596700814747784,0.0027724485269765508,0.014001123258758222
